attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,outlier
0.742000120591661,0.8230264172444054,0.6980132015152457,0.6386205903894597,0.782800469873232,0.7565435907455725,4,4,4,4,0
0.7084959431265442,0.8085432886826662,0.8112273491601507,0.8692567393765949,0.6778241312067215,0.8901758927811839,4,4,4,4,0
0.7217786829787421,0.855764630349152,0.8564091276144548,0.7923645242732028,0.6557656221392872,0.7049288837289718,4,4,4,4,0
0.31943593818520655,0.1776911598307125,0.12327706607253966,0.23057456331725903,0.25060006789301736,0.2745528576514697,0,0,0,0,0
0.7391965924559227,0.6242310808698738,0.724063343612152,0.7243425476073997,0.8098173050856062,0.8063192496271254,4,4,4,4,0
0.7715579760769068,0.6985196519278501,0.6900911065402024,0.8515454740027307,0.8438661018196785,0.7814908831403052,4,4,4,4,0
0.13511027016262195,0.21750110961063068,0.14287363729416463,0.16064440201712843,0.32434024192240835,0.1646169607884773,0,0,0,0,0
0.4007985885068458,0.36119820622723564,0.250560687368289,0.21168273174704763,0.15951829133624457,0.2585969099960679,0,0,0,0,0
0.5757423364447201,0.6403564390658862,0.8038161752344146,0.7349846317517648,0.7500547023298666,0.6663123387517573,4,4,4,4,0
0.13956993433541764,0.2054246284375608,0.30959299536380386,0.08748711662112874,0.1553334749355449,0.2282220061015606,0,0,0,0,0
0.2010439916911783,0.35291009685670377,0.263944251302665,0.1875616446510165,0.18508267450307497,0.23527233067155187,0,0,0,0,0
0.3893106764149574,0.22676575922630152,0.21709386432697797,0.187707874575286,0.31282428748396707,0.29323190526561704,0,0,0,0,0
0.26079473640825784,0.1604857093080263,0.09666243285605433,0.33417630203476045,0.17038351411088348,0.2959576654427946,0,0,0,0,0
0.23126772370889578,0.30334126156605035,0.12355445674134172,0.400307567529267,0.29426263953893583,0.19033327198547736,0,0,0,0,0
0.7474660601636269,0.7359635155969348,0.8085778078412182,0.7909739253831186,0.6930758663537131,0.7886017648516441,4,4,4,4,0
0.7233093439907419,0.7181190565537318,0.7308996152594198,0.5510695950942249,0.9254344790686774,0.7629294064291399,4,4,4,4,0
0.7606696369354842,0.8766178004912961,0.7044757529439705,0.787892809137303,0.6683948944120609,0.6747822420543177,4,4,4,4,0
0.13956018221631855,0.2553898363719143,0.15414026474954787,0.20489338327770465,0.1864222313542167,0.27688642767985144,0,0,0,0,0
0.6710920078161486,0.662489269579585,0.7724408250736048,0.6046232527163973,0.7442955893608206,0.7249013779848318,4,4,4,4,0
0.2651758742688285,0.41162929567746087,0.38521174995184204,0.21194199815442655,0.19292579315258296,0.2823264430586341,0,0,0,0,0
0.18758254576319952,0.18909942117546166,0.15946012845128793,0.24283263811312078,0.41220711507976193,0.14528643873898445,0,0,0,0,0
0.6561087447739721,0.8527053646430717,0.8354438907211429,0.7702892880580817,0.7821855241006075,0.8090642880971932,4,4,4,4,0
0.3364345942771025,0.4131427557866445,0.28889351708411853,0.40555881091078716,0.302069967045773,0.2718227808537452,0,0,0,0,0
0.07186024164945398,0.14493114596609083,0.2898878014343583,0.306739316366295,0.21712109010065894,0.20846267457462267,0,0,0,0,0
0.23823829611045888,0.3059042077234457,0.36431856093308174,0.4260311933832581,0.22882542691221597,0.16242116455199485,0,0,0,0,0
0.8169559539627701,0.9634945180657798,0.7878016058241023,0.6826631940904844,0.77533993462485,0.5709267090357015,2,2,1,0,1
0.7137907086852813,0.8289471981996736,0.8853076642913572,0.8404638444784684,0.7867687510958081,0.8563519635584632,4,4,4,4,0
0.3148979112295377,0.26849474058551825,0.22309714020299368,0.28935070086867176,0.3742334743616262,0.3259322225481383,0,0,0,0,0
0.6913145862469461,0.7965555734460745,0.7131177399404854,0.7534332573421101,0.7476203801556498,0.7865483253430502,4,4,4,4,0
0.3797914430738684,0.06779955478307584,0.23845553116567003,0.13677242036411064,0.302330438326996,0.2480468809020326,0,0,0,0,0
0.7623972755175594,0.9118081065846702,0.7437946409703999,0.8531926406823921,0.7473100894850887,0.7983581373267697,4,4,4,4,0
0.6501957061183539,0.8018038616374124,0.927103221724018,0.7111272949696112,0.8870412740628306,0.766891648713824,4,4,4,4,0
0.20888999854726514,0.2791957871626764,0.2702831336047566,0.26032138440675323,0.3661084711780266,0.29016731363371534,0,0,0,0,0
0.7003128406548036,0.7733612814549407,0.694895647539483,0.8435896391583947,0.8227522818149229,0.7684102787760356,4,4,4,4,0
0.3058479400427244,0.08755863860848773,0.32927432715358096,0.2819008115680763,0.24777429797025544,0.2970038620263352,0,0,0,0,0
0.30708393798287686,0.16536384817329336,0.17430858614470837,0.17887714127569487,0.22304016972004156,0.23380811647627964,0,0,0,0,0
0.788782131868395,0.7712998633223033,0.4814851021312328,0.6382059099275457,0.7295897266053213,0.8729330459686032,2,3,1,4,1
0.6169150567331233,0.8216893081713104,0.756966838468298,0.7242999681607922,0.9087666602582777,0.7648276995840471,4,4,4,4,0
0.2533975569836797,0.3059245257190138,0.273561409339843,0.31327695637425024,0.28681413900293956,0.12536282492750878,0,0,0,0,0
0.15321660202555495,0.2416340597864919,0.30105249590811356,0.2531466122961765,0.2558381732278598,0.14018484901729134,0,0,0,0,0
0.2342098407395038,0.19446246209941376,0.2857005985330044,0.19916787448958256,0.2679546021815792,0.18108540699091816,0,0,0,0,0
0.7003916390595297,0.7449211193763497,0.7268841010933246,0.6953889853577742,0.8957103227329559,0.827832855034214,4,4,4,4,0
0.779863658092067,0.7911235930401815,0.7514747019339877,0.7301440393134214,0.8860413394975982,0.6507934419026292,4,4,4,4,0
0.09392323371119382,0.3258350897495414,0.2793043074454288,0.2691114551861366,0.07799657384652342,0.342826382816988,0,0,0,0,0
0.9036855000542485,0.7670524337399456,0.7436582951105747,0.6611341556358706,0.8563564300137521,0.74754992437594,4,4,4,4,0
0.2122502075716407,0.16881557142639975,0.30063325585001216,0.1398567147636506,0.24083853137304342,0.4355729253855746,0,0,0,0,0
0.1575542816124489,0.23354521357429092,0.16234586639347864,0.27983859756624724,0.35671447826905367,0.24894308917033453,0,0,0,0,0
0.23866849052178085,0.3922095552687126,0.1887740764471307,0.3333780636862538,0.36178479257994167,0.25281443768579775,0,0,0,0,0
0.6484020308016422,0.627812273620569,0.6573805669776481,0.5856819063430074,0.7809139173051283,0.7581944804871192,4,4,4,4,0
0.3424429719597661,0.15762570269177767,0.28922344158749935,0.1871100322851229,0.031986007628547114,0.21195142995683672,0,0,0,0,0
0.3104257911503998,0.23025078383940992,0.09124221686763864,0.21925897971495475,0.19160805398017983,0.26787214823363736,0,0,0,0,0
0.7289440721352993,0.8013738893950589,0.747274434328735,0.6929703696153718,0.8256218335391916,0.6420122277545238,4,4,4,4,0
0.8286510264665108,0.8358696170153583,0.8475656498273023,0.7275437269268317,0.7550691770641721,0.7018094581371012,4,4,4,4,0
0.7629292915134969,0.7082184007000326,0.6350193606360902,0.7144807365383865,0.8116366217006823,0.7160134892825266,4,4,4,4,0
0.6503316903093446,0.8231149777511777,0.6628853912665306,0.7576056140678599,0.6615101394283814,0.7658984735963675,4,4,4,4,0
0.7031119368429264,1.0205474761666327,0.6701793667941907,0.7301506922886479,0.7323417220752754,0.7434056059765737,4,4,4,4,0
0.9276519938158214,0.7437401060902661,0.8958522450078763,0.6244528403598133,0.6230530617086559,0.8699035283173118,1,2,2,1,1
0.7880795664976684,0.6772322563845917,0.8079734352293303,0.5725823492949362,0.7853243040392388,0.6174992414949109,4,4,4,4,0
0.7135523818311142,0.6844888701072572,0.7635388762140976,0.7983791063803665,0.7404014759066062,0.7861988863291108,4,4,4,4,0
0.7234617056953279,0.7235942255355856,0.5611494970120855,0.6940054237745441,0.8349396560337566,0.6336332964693767,4,4,4,4,0
0.7693846449423247,0.776958856017216,0.7516718968314885,0.5551262247327922,0.6621044320482543,0.734747067727401,4,4,4,4,0
0.36260487914343964,0.1405159164251845,0.2963447865424168,0.27738694072150133,0.31579771515634125,0.19789448667450887,0,0,0,0,0
0.768414386186606,0.9074078511156412,0.7709276295842813,0.8535271166861647,0.8554030074620753,0.8126622008091697,4,4,4,4,0
0.874827767594106,0.9026133946474267,0.6841624924494591,0.6881428991871974,0.6731458261929248,0.5654994758151425,4,4,4,4,0
0.2916201895979071,0.32612799063068326,0.2533532120331551,0.18314015082360707,0.23673028019844825,0.2224232423380399,0,0,0,0,0
0.6485580527916543,0.8072471110957341,0.763364343021336,0.6606357075753185,0.6044076466882718,0.812986298484812,4,4,4,4,0
0.2176127423432706,-0.004737419972442258,0.23765978430640275,0.23958070366577033,0.32667997661693526,0.22032829172753154,0,0,0,0,0
0.3656951767477805,0.18780120952740512,0.3667449637093716,0.28987592089462777,0.39403581278637173,0.3337825327023558,0,0,0,0,0
0.5973675387131768,0.7016019026172697,0.7454756007420231,0.7341697768104235,0.7940769083944669,0.6184372899120956,4,4,4,4,0
0.6767986328392714,0.7372061659368135,0.7250101406521973,0.7290999756110015,0.8148152032105972,0.678090670552287,4,4,4,4,0
0.18349391483112998,0.34907700319003193,0.2634457727435309,0.2963324766582174,0.2620611505858094,0.3502648621860687,0,0,0,0,0
0.19574693506164345,0.2021784139407196,0.4265124948732577,0.1797113506867939,0.23803194548613077,0.24584728492046876,0,0,0,0,0
0.2824779963009584,0.16091036862864688,0.20317025711554595,0.22186544101691835,0.18730559857362328,0.35588159162943067,0,0,0,0,0
0.7124448821056653,0.6499317638223681,0.7914705802822858,0.719655957347439,0.8075234203593767,0.7701047681717769,4,4,4,4,0
0.28848991960056836,0.1252448495212784,0.29283806453118005,0.18914222698327146,0.08096202335350586,0.11897714370806206,0,0,0,0,0
0.6827907385990353,0.7204790051044637,0.7758945851368945,0.7371986045304398,0.6483740232977749,0.6538674965750039,4,4,4,4,0
0.27753117195002686,0.24715436919208503,0.3582343211085241,0.26114172136829916,0.21581240419878897,0.17256364426241178,0,0,0,0,0
0.712178676004934,0.6441965497958065,0.722773508988113,0.8047360018945411,0.7199455420196287,0.6916034875634506,4,4,4,4,0
0.7294900864886761,0.7209472368057702,0.8430363563990242,0.9273358754880262,0.7987254908773657,0.6733423221828794,4,4,4,4,0
0.5778786864019205,0.8240108740935446,0.8367603267645809,0.7995751143086486,0.5511125597861752,0.6570471719820605,1,4,1,1,1
0.8521001909894155,0.6823039568015794,0.8276412811942605,0.7392188144734559,0.9683185027151066,0.8032982908915425,4,4,4,4,0
0.7547569174189978,0.745603062357035,0.7678999974631725,0.790236696997266,0.7589709777364196,0.6353887240666855,4,4,4,4,0
0.8099472438084788,0.6331957301932845,0.7916852294100366,0.7513898208916109,0.7068761042599727,0.7915510105619266,4,4,4,4,0
0.6949025913498277,0.6182524558875846,0.8580300468630183,0.7115733418889713,0.644578549246269,0.818986873281559,4,4,4,4,0
0.2213410753162006,0.17979925139508218,0.2943310781549662,0.20657874672240983,0.2908469798297685,0.3670055954521938,0,0,0,0,0
0.952092455291879,0.7044623643453046,0.7518977469965301,0.9380608830073721,0.7519410813123708,0.693035788597688,4,4,4,4,0
0.2413735120861284,0.1734351448925277,0.30017543437020494,0.3690660990879875,0.291047579948413,0.17393606520906646,0,0,0,0,0
0.7769742427429206,0.7303115561112143,0.8404964095744976,0.6510811747947269,0.6136357671088559,0.7995507168554394,4,4,4,4,0
0.8128926676557545,0.8312070593438065,0.6245197981290558,0.6668973076587219,0.7621226007211881,0.6672872423947944,4,4,4,4,0
0.25050807271151426,0.2215932370757882,0.3365984551535216,0.15579231474550553,0.016180946500931076,0.26157388125005926,0,0,0,0,0
0.2427052107549902,0.19065881680863372,0.22950300627188305,0.20658616233026042,0.4503582641161016,0.1599446030500014,0,0,0,0,0
0.7729765453290062,0.7664072216434139,0.7744305645554308,0.8214314030597477,0.6841131127130088,0.7920460271199302,4,4,4,4,0
0.720747044726043,0.7393124770127671,0.6957512407266812,0.740528492331457,0.6286285629894942,0.5861699164209995,4,4,4,4,0
0.7866319001106434,0.834828888450017,0.7775077987887878,0.8476309033997105,0.7430729546339363,0.8053685568754654,4,4,4,4,0
0.8391841002874757,0.7650606501236866,0.763055480151097,0.7023105860457471,0.7478965752189273,0.7075536823618445,4,4,4,4,0
0.1793469870383823,0.3330727827557355,0.2998037190271528,0.13388602786092102,0.23804932952166785,0.4009690735161835,0,0,0,0,0
0.24291733091800247,0.11207760233800174,0.21162312847000656,0.37972103905187704,0.22884519534577344,0.2259575416114698,0,0,0,0,0
0.3385750280570509,0.17100352027904298,0.2734841550544066,0.35308535350310366,0.22281293739590932,0.23243849569961697,0,0,0,0,0
0.8230116453390253,0.6527324983595124,0.739526137896375,0.7401841954094422,0.8343748348056778,0.6746467316738949,4,4,4,4,0
0.27804364937167614,0.22907360879649083,0.3608342632604698,0.39675512331375645,0.1465164067025998,0.41106579605276616,0,0,0,0,0
0.3182610830714111,0.2534309875151337,0.226392061218564,0.22917544165316198,0.2610133964015146,0.3591503346104988,0,0,0,0,0
0.7515396732584726,0.8155220817683648,0.8141524517728546,0.8945876144493556,0.870150515593516,0.8480858323853488,4,4,4,4,0
0.7505612426479387,0.8459575336951568,0.7784598030341655,0.7737038335831916,0.6568793459638822,0.5699746005731137,4,4,4,4,0
0.8242526376434337,0.7379470591954705,0.7135699582730798,0.8222360643642518,0.771518970563154,0.7293021457435213,4,4,4,4,0
0.22779808059976392,0.25937159825416484,0.28155187117790115,0.2867956450398395,0.1567600696265471,0.20061787744613233,0,0,0,0,0
0.5473733964984893,0.8404550765748028,0.7183170577342249,0.7062970474049562,0.7985468707498231,0.7136987997393283,4,4,4,4,0
0.6689141116177901,0.6914425359446831,0.8643773069452133,0.9198281682825677,0.8315161246057936,0.7762944890864651,4,4,4,4,0
0.3238230208046756,0.3409146509506422,0.22204141042866163,0.26836350258066305,0.22089590728161548,0.29678784535839386,0,0,0,0,0
0.7150143391108603,0.8288062732229869,0.7070260930182196,0.7779475841342778,0.5481091502405576,0.8551733114972739,4,4,4,4,0
0.6849235275655249,0.7954954096589331,0.687830100447959,0.8186863158647276,0.8264756227377403,0.769907465674313,4,4,4,4,0
0.31696217081404343,0.19282460326664436,0.21292333421309265,0.37120684060994025,0.2723485186639402,0.3280257555990496,0,0,0,0,0
0.8127633254012653,0.685333094170458,0.8070172125331434,0.7729939706197617,0.764501933011739,0.7610293308883417,4,4,4,4,0
0.19260179451149298,0.23802811289993978,0.3551402735913112,0.28490980665766585,0.23032315870507378,0.3092255943182266,0,0,0,0,0
0.7657220407341135,0.7022797902388713,0.7510086670682482,0.8673780880058324,0.655049655967035,0.7383751247136711,4,4,4,4,0
0.8145631237471453,0.7206314520112627,0.9426317589835351,0.7575465897463461,0.8150681850887918,0.854076135915418,4,4,4,4,0
0.26784189596239605,0.2070352378400767,0.10943760171505523,0.16228272744144173,0.3246272697000532,0.20749425379067496,0,0,0,0,0
0.18853536118862207,0.4124665170045912,0.2814382364451926,0.24303974439076306,0.2676599859254788,0.15412045555636283,0,0,0,0,0
0.2919242089411392,0.10586596998344794,0.2399832385719081,0.27972898527325135,0.3531626143062171,0.24871941055527336,0,0,0,0,0
0.768023565463806,0.6721354737830417,0.798444653966228,0.8151461615845601,0.71689685443365,0.8295196514495085,4,4,4,4,0
0.1967910976605723,0.11147537973483143,0.22306445449116424,0.1966668140414206,0.19795193547250112,0.20421738955178487,0,0,0,0,0
0.8362226893574375,0.6696113284766915,0.7932872548267614,0.5993050095957253,0.7777241696484153,0.6385297743021278,4,4,4,4,0
0.2717178014693731,0.2549115076839083,0.3088020624076147,0.2631154417619534,0.23795496902051874,0.2277826553687573,0,0,0,0,0
0.11048728672116565,0.2236830649182393,0.24990783075492065,0.15864670191374663,0.34376572957538476,0.08894855151814449,0,0,0,0,0
0.21713648274072692,0.1516068429765639,0.1937383513766895,0.2586744225152057,0.25797871765784536,0.22299035167978887,0,0,0,0,0
0.2593564123945805,0.2757682173910042,0.2902710962987871,0.22390186186893846,0.17943677735785946,0.2409825066987937,0,0,0,0,0
0.5750180418236515,0.7876544384176402,0.8455320810794453,0.7828536057356065,0.7285669619868583,0.6586980252729548,4,4,4,4,0
0.7332984131231084,0.8353685965209245,0.8103156198109202,0.64346982031688,0.6180425293220302,0.846426439789537,4,4,4,4,0
0.646656957654061,0.7211293822402173,0.7276377097848644,0.7831120357920736,0.6620430052327557,0.7439938115817223,4,4,4,4,0
0.156884828680613,0.17171238464589245,0.20413162263190107,0.3321889521761173,0.17600076483003807,0.16783827767724036,0,0,0,0,0
0.18504671895480965,0.30395680905006806,0.4283279193660963,0.24368390762861583,0.2409039483811151,0.10825173225213075,0,0,0,0,0
0.21819324664642098,0.30750723778042144,0.43109242419862265,0.21684514028148077,0.33067699552613405,0.3199419028810395,0,0,0,0,0
0.7451851316831302,0.5996626486323545,0.8461767910654097,0.6152622204434198,0.7526688134754551,0.8285564830783515,4,4,4,4,0
0.9049430143662281,0.6694178163493154,0.6458763294586454,0.8583528287459251,0.6820010910700811,0.7017366825093277,4,4,4,4,0
0.6261886257030497,0.8011098636598002,0.8261949599743347,0.7562354262878884,0.7421417940529409,0.7674362315482847,4,4,4,4,0
0.6787377157302458,0.8450328601828403,0.7701017283158562,0.8339100553194241,0.8105982914505151,0.6064669926203979,4,4,4,4,0
0.6879661593721824,0.5136242225824941,0.7803379173624008,0.6496317437540683,0.6394506649967157,0.7089025007045399,4,4,4,4,0
0.16980676098110528,0.22970408712131962,0.2313972135247572,0.24919556306281745,0.2653931373110771,0.12961356310604144,0,0,0,0,0
0.7902626024465539,0.6643727039362376,0.7584121159432239,0.7230236801623228,0.631773747487551,0.8129403347008184,4,4,4,4,0
0.7027666761638901,0.6697315763258119,0.6961246420716397,0.7546015958865369,0.643305597176371,0.8539662385832236,4,4,4,4,0
0.33630038692369363,0.3242043565854519,0.1294331677862085,0.08851083902374754,0.2047265025656769,0.29608120603848137,0,0,0,0,0
0.7827460558343512,0.809041184524633,0.7462561080007636,0.7141361054009743,0.7023469594005042,0.8269472104580928,4,4,4,4,0
0.2524165047892626,0.35173582435645756,0.2507169354692411,0.19229641568858255,0.33808292837135917,0.35284372082589655,0,0,0,0,0
0.7673246520890699,0.7815959950662267,0.7300525411729128,0.7755247585482394,0.8079692415563196,0.8979539244245177,4,4,4,4,0
0.716593072510149,0.6629425220671094,0.6715961519219684,0.6849593738210173,0.7249795955668843,0.8622497394326688,4,4,4,4,0
0.742949137135585,0.6322912286081687,0.6736167863150669,0.5905116598161251,0.849796009300653,0.5992491408044179,4,4,4,4,0
0.14640122344640955,0.18889420904083537,0.2530469936577867,0.28589541129598794,0.293137945473855,0.13141542656229127,0,0,0,0,0
0.15679354134855705,0.19914286613074444,0.2829933178233546,0.09855833377291295,0.39137659095320226,0.42557677533815086,0,0,0,0,0
0.6946943751166124,0.5970584610784231,0.7459127219968538,0.6909098482443021,0.690459770426451,0.6755855668640384,4,4,4,4,0
0.7132465514259049,0.7145761289691396,0.7499297271020814,0.7041648559386301,0.719766172926544,0.7168367335333098,4,4,4,4,0
0.8618587781067986,0.7073324681068291,0.7888144796754707,0.7767654429274821,0.8128451490159241,0.6540211720285348,4,4,4,4,0
0.7381575440012862,0.8162419664019751,0.6830561087549085,0.7968093847927945,0.580060658813718,0.6840847378961649,4,4,4,4,0
0.27952958634089,0.20810906242711177,0.3338780477279238,0.16859122365199758,0.17012011346113665,0.19319151628432474,0,0,0,0,0
0.2651194839103542,0.43954728306799523,0.14916296590681571,0.2539868919269225,0.11290799890113018,0.31874399961910244,0,0,0,0,0
0.27446997369086346,0.24366546186290286,0.08947676737077132,0.18848406023042785,0.24087697530144447,0.1641529783296632,0,0,0,0,0
0.8147433562702191,0.8173083259947239,0.6296048555063615,0.8086759146451369,0.7290373902370265,0.7372407081679557,4,4,4,4,0
0.2511210897118973,0.14576188346210928,0.13161779663416828,0.21047659193051338,0.28937610873244046,0.17991184866662874,0,0,0,0,0
0.7699913514369021,0.7637864193496919,0.8359831725506895,0.5684275801972906,0.8386023293874607,0.5995162565478072,4,4,4,4,0
0.7992365422042739,0.6402349014612205,0.7793747513380442,0.5825254651179546,0.6262517265736104,0.7499146018295546,4,4,4,4,0
0.3114338120172101,0.2123555158174829,0.29232348648739237,0.21695857344763772,0.23312691520375245,0.16942890835083535,0,0,0,0,0
0.5622893121862862,0.7036372781924579,0.6679837616731104,0.8507563334867173,0.690683654707806,0.8526494259657863,4,4,4,4,0
0.3027273081189445,0.34113804014586535,0.22942690181262013,0.13501383184528276,0.20520320910604878,0.18350745894541287,0,0,0,0,0
0.7958709733470715,0.7646560400490734,0.8308686817384121,0.8855206694788385,0.7791768954049211,0.817829805954668,4,4,4,4,0
0.6687208868306915,0.5698284728577396,0.5828230814267428,0.9613337919572608,0.8104422172947701,0.855652984471178,3,4,4,0,1
0.22842251684108725,0.17681469394323726,0.05802464097320814,0.20604915567201565,0.16767996161021165,0.21739051321771724,0,0,0,0,0
0.7829962006211947,0.7106651415377131,0.7223193558440583,0.7381004872895507,0.6462327872966399,0.7624642779973421,4,4,4,4,0
0.2664053507440874,0.1885491543427869,0.24370740024072052,0.28553323474022896,0.29595404881965093,0.2177855281301829,0,0,0,0,0
0.6500396885145425,0.8398500479299026,0.721855444608141,0.7126354660070897,0.5932415959960499,0.9201945452269477,4,4,4,4,0
0.3371383253830127,0.12122421585649015,0.3328650795581651,0.22307445492515832,0.32856619698792994,0.10588192411718911,0,0,0,0,0
0.2869567107459907,0.17079889987199814,0.2856152524053285,0.1380912812828379,0.3095680387953121,0.3874532754508472,0,0,0,0,0
0.7261201794264256,0.6751281997139167,0.7347623003954027,0.6117098147313511,0.7248035014746066,0.6659497758650171,4,4,4,4,0
0.894043533545889,0.8906318611574395,0.7598184150164982,0.7312933864946229,0.9245338808109635,0.772913336216347,4,4,4,4,0
0.735228927367014,0.9060115908631581,0.761781948661914,0.7921811851290343,0.652672957374712,0.7379303882743625,4,4,4,4,0
0.1440657692130801,0.319933518001914,0.24212379259941813,0.446450882919879,0.3877835229523404,0.17314838358985443,0,0,0,0,0
0.2533276777834538,0.29901448410645054,0.20769392118612218,0.2931845395855172,0.14846767887205664,0.165681544025601,0,0,0,0,0
0.2896834463279748,0.31236034886448544,0.22143794882452567,0.35581056003114425,0.41696315509521537,0.1795378152945568,0,0,0,0,0
0.11840702074366136,0.27529637393206097,0.38713568747692084,0.2732766758846039,0.27654999180291895,0.11529842365356918,0,0,0,0,0
0.6460004771391564,0.659265325370488,0.830713818590198,0.7990965609053982,0.7519643430135596,0.7844662751868171,4,4,4,4,0
